S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.06,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.5,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.5,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.07,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.63,25.5,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.07,0.05,0.05,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.5,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.44,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.19,25.13,24.63,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.07,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.05,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.19,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.07,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.06,0.07,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.07,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.05,0.07,360.0,0.0,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.046153846,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.05,355.0,-0.088461538,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.080769231,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,-0.119230769,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,355.0,-0.153846154,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,-0.138461538,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.07,360.0,-0.123076923,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,360.0,-0.107692308,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,-0.092307692,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,-0.123076923,0.0,0.0,0.0
25.13,25.06,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,360.0,-0.103846154,0.0,0.0,0.0
25.13,25.13,24.56,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.084615385,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,-0.065384615,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,360.0,-0.046153846,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,-0.026923077,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.007692308,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.05,355.0,-0.034615385,0.0,0.0,0.0
25.13,25.13,24.5,25.38,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,355.0,-0.057692308,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,355.0,-0.076923077,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.05,0.05,360.0,-0.046153846,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,360.0,-0.015384615,0.0,0.0,0.0
25.13,25.13,24.56,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,360.0,0.015384615,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,360.0,0.046153846,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.05,360.0,0.076923077,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.06,360.0,0.107692308,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.088461538,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.07,360.0,0.065384615,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.05,360.0,0.088461538,0.0,0.0,0.0
25.06,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.05,360.0,0.061538462,0.0,0.0,0.0
25.06,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.030769231,0.0,0.0,0.0
25.06,25.06,24.56,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.13,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,360.0,0.019230769,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,355.0,-0.007692308,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,-0.030769231,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.053846154,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.076923077,0.0,0.0,0.0
25.13,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,360.0,-0.05,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,-0.023076923,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.003846154,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,0.030769231,0.0,0.0,0.0
25.06,25.06,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,0.057692308,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.011538462,0.0,0.0,0.0
25.13,25.06,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.07,355.0,-0.080769231,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.15,0.0,0.0,0.0
25.06,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.169230769,0.0,0.0,0.0
25.06,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.138461538,0.0,0.0,0.0
25.06,25.13,24.5,25.13,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,355.0,-0.153846154,0.0,0.0,0.0
25.06,25.13,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,360.0,-0.119230769,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,360.0,-0.084615385,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,355.0,-0.096153846,0.0,0.0,0.0
25.06,25.13,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.103846154,0.0,0.0,0.0
25.06,25.13,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,360.0,-0.061538462,0.0,0.0,0.0
25.06,25.13,24.5,25.13,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.06,360.0,-0.019230769,0.0,0.0,0.0
25.06,25.13,24.5,25.13,0.0,0.0,0.0,0.0,0.07,0.04,0.06,0.06,360.0,0.023076923,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,360.0,0.065384615,0.0,0.0,0.0
25.06,25.06,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,0.011538462,0.0,0.0,0.0
25.06,25.13,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,0.007692308,0.0,0.0,0.0
25.06,25.13,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,-0.042307692,0.0,0.0,0.0
25.06,25.13,24.5,25.13,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,355.0,-0.092307692,0.0,0.0,0.0
25.06,25.06,24.5,25.19,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,360.0,-0.046153846,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.096153846,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,355.0,-0.096153846,0.0,0.0,0.0
25.06,25.13,24.5,25.19,0.0,0.0,0.0,0.0,0.08,0.04,0.07,0.06,355.0,-0.092307692,0.0,0.0,0.0
25.06,25.13,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.084615385,0.0,0.0,0.0
25.06,25.06,24.44,25.13,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.06,355.0,-0.073076923,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.057692308,0.0,0.0,0.0
25.06,25.06,24.44,25.13,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,355.0,-0.088461538,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.119230769,0.0,0.0,0.0
25.06,25.06,24.5,25.19,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,355.0,-0.15,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,355.0,-0.180769231,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,-0.161538462,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.188461538,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,-0.165384615,0.0,0.0,0.0
25.06,25.06,24.44,25.19,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.138461538,0.0,0.0,0.0
25.06,25.13,24.44,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.157692308,0.0,0.0,0.0
25.06,25.06,24.44,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.176923077,0.0,0.0,0.0
25.06,25.06,24.44,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,360.0,-0.1,0.0,0.0,0.0
25.06,25.13,24.5,25.25,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.05,355.0,-0.069230769,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.07,0.06,0.06,0.07,355.0,-0.034615385,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,355.0,0.003846154,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,-0.003846154,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.011538462,0.0,0.0,0.0
25.06,25.13,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.07,355.0,-0.019230769,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.026923077,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.05,355.0,0.015384615,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.08,0.06,355.0,0.011538462,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.06,0.06,355.0,0.007692308,0.0,0.0,0.0
25.06,25.06,24.5,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,0.003846154,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.04,0.06,0.06,355.0,-7.7e-19,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.003846154,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.05,0.06,355.0,-0.007692308,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.011538462,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.06,0.07,0.05,355.0,-0.015384615,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.019230769,0.0,0.0,0.0
25.06,25.06,24.5,25.25,0.0,0.0,0.0,0.0,0.09,0.05,0.06,0.06,355.0,-0.023076923,0.0,0.0,0.0
25.06,25.06,24.44,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,-0.026923077,0.0,0.0,0.0
25.06,25.06,24.44,25.25,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.030769231,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.07,0.06,355.0,-0.034615385,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,-0.038461538,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.09,0.05,0.07,0.06,355.0,-0.042307692,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,-0.046153846,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.07,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.5,25.38,0.0,0.0,0.0,0.0,0.1,0.07,0.08,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.07,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.07,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.05,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.0,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.05,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.07,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,0.0,0.0,0.08,0.05,0.06,0.06,355.0,0.0,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,0.0,0.07,0.05,0.07,0.06,360.0,0.046153846,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,0.0,0.08,0.06,0.06,0.06,355.0,0.042307692,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.07,0.06,355.0,0.038461538,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.07,0.06,355.0,0.034615385,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.05,0.06,355.0,0.030769231,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.05,0.06,355.0,0.026923077,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,1.0,1.0,0.08,0.05,0.07,0.05,355.0,0.023076923,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,1.0,1.0,0.08,0.05,0.08,0.05,355.0,0.019230769,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.07,0.06,355.0,0.015384615,0.0,0.0,0.0
25.06,25.06,24.5,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.07,0.06,355.0,0.011538462,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.06,0.05,355.0,0.007692308,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,1.0,1.0,0.08,0.05,0.06,0.06,355.0,0.003846154,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,2.0,1.0,0.08,0.05,0.05,0.06,360.0,0.046153846,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,2.0,1.0,0.07,0.05,0.05,0.06,355.0,0.038461538,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,2.0,1.0,0.07,0.06,0.06,0.05,355.0,0.030769231,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,2.0,1.0,0.07,0.05,0.06,0.06,355.0,0.023076923,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,2.0,1.0,0.08,0.05,0.06,0.05,355.0,0.015384615,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,2.0,2.0,0.08,0.05,0.05,0.07,355.0,0.007692308,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,2.0,2.0,0.08,0.05,0.06,0.06,355.0,-1.54e-18,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,2.0,2.0,0.08,0.05,0.06,0.06,355.0,-0.007692308,0.0,0.0,0.0
25.06,25.06,24.44,25.31,0.0,0.0,3.0,2.0,0.07,0.05,0.06,0.06,355.0,-0.015384615,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,3.0,2.0,0.07,0.05,0.05,0.05,355.0,-0.023076923,0.0,0.0,0.0
25.06,25.06,24.44,25.44,0.0,0.0,3.0,2.0,0.07,0.05,0.06,0.05,355.0,-0.030769231,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,3.0,2.0,0.07,0.05,0.06,0.06,355.0,-0.038461538,0.0,0.0,0.0
25.0,25.06,24.44,25.31,0.0,0.0,3.0,2.0,0.07,0.04,0.06,0.06,355.0,-0.046153846,0.0,0.0,0.0
25.0,25.06,24.44,25.38,0.0,0.0,3.0,2.0,0.08,0.05,0.06,0.07,355.0,-0.003846154,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,3.0,2.0,0.08,0.05,0.06,0.06,355.0,-0.007692308,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,3.0,2.0,0.08,0.05,0.06,0.06,355.0,-0.011538462,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,4.0,2.0,0.09,0.05,0.06,0.06,355.0,-0.015384615,0.0,0.0,0.0
25.06,25.06,24.44,25.38,0.0,0.0,4.0,3.0,0.08,0.05,0.06,0.06,355.0,-0.019230769,0.0,0.0,0.0
